Crime type,Easting,Northing
Vehicle crime,332444,159837
Anti-social behaviour,356996,117602
Anti-social behaviour,356996,117602
Other crime,375497,165848
Other crime,375497,165848
Anti-social behaviour,375497,165848
Anti-social behaviour,375497,165848
Anti-social behaviour,375497,165848
Anti-social behaviour,375497,165848
Violent crime,357659,170602
Vehicle crime,357659,170602
Other crime,357659,170602
Anti-social behaviour,357659,170602
Robbery,358877,171883
Other crime,358877,171883
Violent crime,358877,171883
Other crime,358877,171883
Violent crime,358877,171883
Violent crime,358877,171883
Burglary,358877,171883
Other crime,358877,171883
Other crime,358877,171883
Other crime,358877,171883
Anti-social behaviour,358877,171883
Anti-social behaviour,358877,171883
Anti-social behaviour,358877,171883
Anti-social behaviour,358877,171883
Anti-social behaviour,358877,171883
Anti-social behaviour,377351,164081
Violent crime,314557,120260
Other crime,331780,137331
Anti-social behaviour,346156,119491
Anti-social behaviour,344616,157877
Burglary,368018,154363
Vehicle crime,360180,177700
Burglary,360180,177700
Other crime,360180,177700
Burglary,360180,177700
Anti-social behaviour,378418,148315
Burglary,363541,175799
Other crime,363541,175799
Anti-social behaviour,363541,175799
Anti-social behaviour,375871,162094
Anti-social behaviour,375871,162094
Violent crime,375095,165236
Violent crime,375095,165236
Violent crime,375095,165236
Anti-social behaviour,375095,165236
Anti-social behaviour,375095,165236
Anti-social behaviour,366951,181046
Other crime,363396,177525
Other crime,363396,177525
Anti-social behaviour,359558,173920
Other crime,348815,128756
Violent crime,356025,145961
Violent crime,356025,145961
Vehicle crime,366570,172943
Other crime,322724,125790
Other crime,322724,125790
Other crime,322724,125790
Other crime,322724,125790
Vehicle crime,322724,125790
Other crime,333905,161871
Anti-social behaviour,355670,176875
Anti-social behaviour,355670,176875
Other crime,335935,140585
Other crime,335935,140585
Anti-social behaviour,335935,140585
Anti-social behaviour,358134,167575
Anti-social behaviour,358134,167575
Anti-social behaviour,358134,167575
Anti-social behaviour,358134,167575
Violent crime,359945,167724
Violent crime,359945,167724
Violent crime,359945,167724
Violent crime,359945,167724
Violent crime,359945,167724
Other crime,359945,167724
Other crime,359945,167724
Anti-social behaviour,359945,167724
Other crime,370593,157495
Other crime,370593,157495
Burglary,370593,157495
Burglary,370593,157495
Other crime,370593,157495
Anti-social behaviour,370593,157495
Anti-social behaviour,370593,157495
Anti-social behaviour,370593,157495
Anti-social behaviour,370593,157495
Violent crime,361101,174445
Violent crime,361101,174445
Anti-social behaviour,304982,140924
Anti-social behaviour,304982,140924
Anti-social behaviour,357620,172900
Anti-social behaviour,357620,172900
Robbery,359845,171822
Anti-social behaviour,359845,171822
Other crime,340554,171724
Other crime,340554,171724
Other crime,340554,171724
Other crime,361913,170894
Anti-social behaviour,369182,147302
Anti-social behaviour,369182,147302
Anti-social behaviour,369182,147302
Violent crime,354982,178266
Vehicle crime,373425,164700
Anti-social behaviour,373425,164700
Other crime,360282,171111
Vehicle crime,360282,171111
Other crime,360282,171111
Vehicle crime,360282,171111
Other crime,360282,171111
Other crime,360282,171111
Other crime,360282,171111
Other crime,360282,171111
Other crime,360282,171111
Other crime,360282,171111
Other crime,360282,171111
Other crime,360282,171111
Other crime,360282,171111
Other crime,360282,171111
Other crime,360282,171111
Other crime,360282,171111
Other crime,360282,171111
Other crime,360282,171111
Anti-social behaviour,360282,171111
Other crime,361275,171488
Other crime,361275,171488
Violent crime,361275,171488
Anti-social behaviour,321158,124101
Anti-social behaviour,321158,124101
Other crime,359144,175010
Anti-social behaviour,359144,175010
Other crime,376096,162245
Burglary,360658,174376
Violent crime,360658,174376
Anti-social behaviour,360658,174376
Anti-social behaviour,362842,171202
Anti-social behaviour,362842,171202
Anti-social behaviour,362842,171202
Anti-social behaviour,362842,171202
Anti-social behaviour,366107,172981
Anti-social behaviour,360691,173993
Violent crime,357415,116983
Anti-social behaviour,357415,116983
Anti-social behaviour,357415,116983
Anti-social behaviour,357415,116983
Anti-social behaviour,357415,116983
Other crime,322532,125250
Violent crime,322532,125250
Anti-social behaviour,322532,125250
Anti-social behaviour,322532,125250
Anti-social behaviour,322532,125250
Anti-social behaviour,322532,125250
Anti-social behaviour,349505,138853
Anti-social behaviour,362314,173444
Vehicle crime,374866,165345
Vehicle crime,374866,165345
Other crime,368356,166540
Anti-social behaviour,358639,175469
Anti-social behaviour,358639,175469
Other crime,363521,174886
Anti-social behaviour,358791,175400
Anti-social behaviour,364846,176040
Anti-social behaviour,364846,176040
Anti-social behaviour,364846,176040
Other crime,358011,173112
Burglary,358011,173112
Other crime,358011,173112
Other crime,358011,173112
Vehicle crime,358011,173112
Anti-social behaviour,358011,173112
Violent crime,378442,148479
Violent crime,378442,148479
Other crime,378442,148479
Vehicle crime,358867,178330
Other crime,358867,178330
Other crime,359961,176919
Other crime,329663,137751
Anti-social behaviour,329663,137751
Anti-social behaviour,329663,137751
Anti-social behaviour,329663,137751
Other crime,360812,174502
Anti-social behaviour,360812,174502
Other crime,367089,177332
Other crime,367089,177332
Other crime,367089,177332
Anti-social behaviour,367089,177332
Anti-social behaviour,367089,177332
Anti-social behaviour,367089,177332
Anti-social behaviour,367089,177332
Other crime,359998,178793
Anti-social behaviour,359998,178793
Anti-social behaviour,359998,178793
Anti-social behaviour,359998,178793
Other crime,359912,177602
Other crime,360953,181722
Other crime,360953,181722
Anti-social behaviour,348076,170142
Other crime,356848,179475
Anti-social behaviour,356848,179475
Anti-social behaviour,356848,179475
Burglary,366109,172523
Violent crime,347122,170041
Anti-social behaviour,347122,170041
Anti-social behaviour,347122,170041
Other crime,338100,153910
Violent crime,359580,169597
Other crime,359580,169597
Other crime,359580,169597
Anti-social behaviour,335931,162805
Anti-social behaviour,335931,162805
Anti-social behaviour,357580,179223
Anti-social behaviour,362438,168076
Anti-social behaviour,362438,168076
Anti-social behaviour,362438,168076
Vehicle crime,323978,122819
Violent crime,359041,177000
Violent crime,359041,177000
Violent crime,359041,177000
Anti-social behaviour,359041,177000
Anti-social behaviour,336615,163309
Anti-social behaviour,336615,163309
Other crime,356128,161694
Other crime,350598,138322
Other crime,356325,167357
Other crime,356325,167357
Anti-social behaviour,356325,167357
Anti-social behaviour,356325,167357
Anti-social behaviour,356325,167357
Anti-social behaviour,356325,167357
Other crime,322971,124385
Vehicle crime,322971,124385
Other crime,322971,124385
Other crime,322971,124385
Anti-social behaviour,322971,124385
Anti-social behaviour,322971,124385
Anti-social behaviour,322971,124385
Burglary,322962,124298
Anti-social behaviour,331232,136737
Anti-social behaviour,331232,136737
Anti-social behaviour,331232,136737
Other crime,321554,125708
Burglary,357804,167965
Anti-social behaviour,359430,181178
Anti-social behaviour,359430,181178
Anti-social behaviour,359430,181178
Anti-social behaviour,364384,167624
Vehicle crime,369943,176197
Burglary,357771,171773
Other crime,365409,175172
Other crime,365409,175172
Violent crime,344762,110460
Other crime,356747,117397
Other crime,356747,117397
Violent crime,356747,117397
Anti-social behaviour,356747,117397
Other crime,333399,161342
Vehicle crime,333399,161342
Other crime,333399,161342
Anti-social behaviour,362501,171900
Other crime,353786,170145
Anti-social behaviour,353786,170145
Burglary,364721,172529
Anti-social behaviour,360791,143469
Other crime,347612,176518
Anti-social behaviour,347612,176518
Anti-social behaviour,360791,143469
Anti-social behaviour,360791,143469
Other crime,358938,177279
Vehicle crime,358938,177279
Anti-social behaviour,358938,177279
Burglary,359465,173808
Anti-social behaviour,359465,173808
Anti-social behaviour,359465,173808
Anti-social behaviour,359465,173808
Anti-social behaviour,320631,124721
Anti-social behaviour,320631,124721
Anti-social behaviour,320631,124721
Anti-social behaviour,354061,145071
Anti-social behaviour,357339,169597
Anti-social behaviour,357339,169597
Anti-social behaviour,357339,169597
Anti-social behaviour,357339,169597
Other crime,359137,177147
Other crime,359137,177147
Anti-social behaviour,359137,177147
Vehicle crime,358385,167376
Violent crime,358385,167376
Anti-social behaviour,358385,167376
Anti-social behaviour,358385,167376
Burglary,357459,167557
Burglary,357459,167557
Anti-social behaviour,357459,167557
Anti-social behaviour,357459,167557
Anti-social behaviour,357459,167557
Other crime,357735,167518
Anti-social behaviour,357735,167518
Anti-social behaviour,370353,181429
Violent crime,366897,176332
Other crime,347777,177001
Burglary,362488,176118
Other crime,362488,176118
Anti-social behaviour,325132,124317
Anti-social behaviour,325132,124317
Other crime,353559,169866
Anti-social behaviour,353559,169866
Other crime,346070,152614
Anti-social behaviour,346070,152614
Anti-social behaviour,346070,152614
Anti-social behaviour,323635,126618
Anti-social behaviour,312687,119827
Anti-social behaviour,336326,114717
Anti-social behaviour,336326,114717
Anti-social behaviour,345968,170051
Violent crime,357245,182427
Anti-social behaviour,357245,182427
Anti-social behaviour,357245,182427
Violent crime,366301,177740
Violent crime,366505,176691
Other crime,366505,176691
Other crime,366505,176691
Other crime,364512,173784
Other crime,373015,164141
Other crime,325316,138585
Other crime,344815,109510
Anti-social behaviour,361746,173262
Anti-social behaviour,361746,173262
Anti-social behaviour,358553,168242
Violent crime,361759,181444
Anti-social behaviour,336398,162336
Anti-social behaviour,336398,162336
Anti-social behaviour,336398,162336
Anti-social behaviour,336398,162336
Anti-social behaviour,336398,162336
Anti-social behaviour,323369,127037
Other crime,340548,170329
Other crime,340548,170329
Violent crime,340548,170329
Other crime,340548,170329
Other crime,340548,170329
Other crime,340548,170329
Anti-social behaviour,347939,128164
Anti-social behaviour,347939,128164
Anti-social behaviour,347939,128164
Anti-social behaviour,347939,128164
Anti-social behaviour,347939,128164
Anti-social behaviour,347939,128164
Other crime,372253,163701
Burglary,372253,163701
Anti-social behaviour,372253,163701
Burglary,379560,149090
Violent crime,358219,167178
Burglary,358219,167178
Other crime,349191,136606
Other crime,371187,181217
Other crime,371187,181217
Anti-social behaviour,371187,181217
Vehicle crime,335015,161423
Other crime,335015,161423
Other crime,335170,163741
Violent crime,335170,163741
Anti-social behaviour,335170,163741
Anti-social behaviour,335170,163741
Anti-social behaviour,330340,137304
Violent crime,323744,124649
Anti-social behaviour,323744,124649
Anti-social behaviour,323744,124649
Anti-social behaviour,323744,124649
Anti-social behaviour,323744,124649
Other crime,329986,136918
Violent crime,329986,136918
Violent crime,329986,136918
Other crime,329986,136918
Anti-social behaviour,329986,136918
Anti-social behaviour,329986,136918
Anti-social behaviour,329986,136918
Anti-social behaviour,370928,182192
Burglary,359400,182277
Vehicle crime,359400,182277
Violent crime,359400,182277
Anti-social behaviour,359400,182277
Anti-social behaviour,359400,182277
Anti-social behaviour,359400,182277
Anti-social behaviour,359400,182277
Anti-social behaviour,343933,144274
Anti-social behaviour,343933,144274
Anti-social behaviour,347034,170079
Burglary,362604,142447
Anti-social behaviour,333147,157924
Anti-social behaviour,376155,131098
Other crime,370680,157176
Anti-social behaviour,370680,157176
Other crime,370533,183276
Other crime,370533,183276
Anti-social behaviour,370533,183276
Anti-social behaviour,370533,183276
Other crime,347769,135881
Anti-social behaviour,357598,175323
Anti-social behaviour,297028,146444
Anti-social behaviour,297028,146444
Anti-social behaviour,297028,146444
Anti-social behaviour,297028,146444
Anti-social behaviour,297028,146444
Anti-social behaviour,297028,146444
Violent crime,360460,174256
Other crime,360460,174256
Anti-social behaviour,360460,174256
Anti-social behaviour,347128,176007
Other crime,356865,178461
Other crime,356865,178461
Other crime,331830,137420
Violent crime,374416,163887
Other crime,324294,124936
Burglary,324294,124936
Anti-social behaviour,324294,124936
Burglary,373628,162829
Anti-social behaviour,373628,162829
Anti-social behaviour,373559,162663
Violent crime,374256,163084
Anti-social behaviour,361548,171844
Violent crime,361167,174093
Other crime,361167,174093
Anti-social behaviour,361167,174093
Burglary,337532,159160
Anti-social behaviour,337532,159160
Other crime,364683,190564
Other crime,364683,190564
Anti-social behaviour,364683,190564
Anti-social behaviour,336299,164555
Anti-social behaviour,336299,164555
